,日期,券商代號,券商,股票代號,股票,買進張數,賣出張數,差額
0,2022-07-04,1020,合庫,1102,亞泥,1617.0,45.0,1572.0
1,2022-07-04,1020,合庫,1402,遠東新,1432.0,6.0,1426.0
2,2022-07-04,1020,合庫,1303,南亞,497.0,7.0,490.0
3,2022-07-04,1020,合庫,4551,智伸科,195.0,3.0,192.0
4,2022-07-04,1020,合庫,2324,仁寶,164.0,0.0,164.0
5,2022-07-04,1020,合庫,0717,富邦美國特別股,135.0,1.0,134.0
6,2022-07-04,1020,合庫,0897,富邦基因免疫生技,300.0,189.0,111.0
7,2022-07-04,1020,合庫,2915,潤泰全,96.0,1.0,95.0
8,2022-07-04,1020,合庫,2885,元大金,96.0,2.0,94.0
9,2022-07-04,1020,合庫,2106,建大,82.0,3.0,79.0
10,2022-07-04,1020,合庫,3711,日月光投控,72.0,2.0,70.0
11,2022-07-04,1020,合庫,6279,胡連,80.0,12.0,68.0
12,2022-07-04,1020,合庫,6147,頎邦,62.0,0.0,62.0
13,2022-07-04,1020,合庫,0056,元大高股息,73.0,13.0,60.0
14,2022-07-04,1020,合庫,0701,國泰股利精選,195.0,135.0,60.0
15,2022-07-04,1020,合庫,0900,富邦特選高股息,205.0,148.0,57.0
16,2022-07-04,1020,合庫,2404,漢唐,52.0,0.0,52.0
17,2022-07-04,1020,合庫,0620,富邦上証,80.0,35.0,45.0
18,2022-07-04,1020,合庫,1723,中碳,40.0,1.0,39.0
19,2022-07-04,1020,合庫,2888,新光金,59.0,22.0,37.0
20,2022-07-04,1020,合庫,3052,夆典,37.0,0.0,37.0
21,2022-07-04,1020,合庫,2634,漢翔,52.0,16.0,36.0
22,2022-07-04,1020,合庫,0050,元大台灣,42.0,6.0,36.0
23,2022-07-04,1020,合庫,2609,陽明,95.0,59.0,36.0
24,2022-07-04,1020,合庫,0637,元大滬深正,36.0,4.0,32.0
25,2022-07-04,1020,合庫,3036,文曄,30.0,0.0,30.0
26,2022-07-04,1020,合庫,4406,新昕纖,30.0,0.0,30.0
27,2022-07-04,1020,合庫,2891,中信金,36.0,6.0,30.0
28,2022-07-04,1020,合庫,2444,兆勁,26.0,1.0,25.0
29,2022-07-04,1020,合庫,3481,群創,70.0,45.0,25.0
30,2022-07-04,1020,合庫,6239,力成,135.0,110.0,25.0
31,2022-07-04,1020,合庫,6235,華孚,30.0,6.0,24.0
32,2022-07-04,1020,合庫,0673,期元大原油反,25.0,3.0,22.0
33,2022-07-04,1020,合庫,4915,致伸,36.0,14.0,22.0
34,2022-07-04,1020,合庫,0882,中信中國高股息,21.0,0.0,21.0
35,2022-07-04,1020,合庫,1809,中釉,21.0,0.0,21.0
36,2022-07-04,1020,合庫,2881,富邦金,21.0,1.0,20.0
37,2022-07-04,1020,合庫,9921,巨大,21.0,1.0,20.0
38,2022-07-04,1020,合庫,0641,富邦日本反,20.0,0.0,20.0
39,2022-07-04,1020,合庫,6116,彩晶,23.0,4.0,19.0
40,2022-07-04,1020,合庫,3045,台灣大,21.0,3.0,18.0
41,2022-07-04,1020,合庫,3706,神達,20.0,2.0,18.0
42,2022-07-04,1020,合庫,3005,神基,16.0,0.0,16.0
43,2022-07-04,1020,合庫,3532,台勝科,19.0,3.0,16.0
44,2022-07-04,1020,合庫,3552,同致,16.0,1.0,15.0
45,2022-07-04,1020,合庫,6026,福邦證,14.0,0.0,14.0
46,2022-07-04,1020,合庫,1611,中電,22.0,8.0,14.0
47,2022-07-04,1020,合庫,6223,旺矽,13.0,0.0,13.0
48,2022-07-04,1020,合庫,0655,國泰中國正,12.0,0.0,12.0
49,2022-07-04,1020,合庫,2368,金像電,18.0,6.0,12.0
50,2022-07-04,1020,合庫,0881,國泰台灣,388.0,2376.0,-1988.0
51,2022-07-04,1020,合庫,0892,富邦台灣半導體,214.0,1464.0,-1250.0
52,2022-07-04,1020,合庫,2409,友達,49.0,1261.0,-1212.0
53,2022-07-04,1020,合庫,0632,元大台灣反,230.0,1407.0,-1177.0
54,2022-07-04,1020,合庫,4938,和碩,9.0,962.0,-953.0
55,2022-07-04,1020,合庫,2353,宏,2.0,868.0,-866.0
56,2022-07-04,1020,合庫,0620,富邦台,161.0,889.0,-728.0
57,2022-07-04,1020,合庫,2014,中鴻,2.0,639.0,-637.0
58,2022-07-04,1020,合庫,2344,華邦電,12.0,582.0,-570.0
59,2022-07-04,1020,合庫,2303,聯電,56.0,597.0,-541.0
60,2022-07-04,1020,合庫,2382,廣達,0.0,519.0,-519.0
61,2022-07-04,1020,合庫,2002,中鋼,15.0,515.0,-500.0
62,2022-07-04,1020,合庫,0891,中信關鍵半導體,14.0,500.0,-486.0
63,2022-07-04,1020,合庫,5347,世界,77.0,552.0,-475.0
64,2022-07-04,1020,合庫,2882,國泰金,47.0,485.0,-438.0
65,2022-07-04,1020,合庫,9937,全國,0.0,417.0,-417.0
66,2022-07-04,1020,合庫,2376,技嘉,3.0,419.0,-416.0
67,2022-07-04,1020,合庫,2027,大成鋼,2.0,356.0,-354.0
68,2022-07-04,1020,合庫,0878,國泰永續高股息,304.0,637.0,-333.0
69,2022-07-04,1020,合庫,2377,微星,0.0,291.0,-291.0
70,2022-07-04,1020,合庫,8112,至上,4.0,239.0,-235.0
71,2022-07-04,1020,合庫,6271,同欣電,0.0,215.0,-215.0
72,2022-07-04,1020,合庫,2317,鴻海,83.0,269.0,-186.0
73,2022-07-04,1020,合庫,2542,興富發,0.0,180.0,-180.0
74,2022-07-04,1020,合庫,2883,開發金,51.0,219.0,-168.0
75,2022-07-04,1020,合庫,2442,新美齊,0.0,160.0,-160.0
76,2022-07-04,1020,合庫,2449,京元電子,23.0,177.0,-154.0
77,2022-07-04,1020,合庫,0903,富邦元宇宙,134.0,285.0,-151.0
78,2022-07-04,1020,合庫,2330,台積電,46.0,190.0,-144.0
79,2022-07-04,1020,合庫,2618,長榮航,49.0,159.0,-110.0
80,2022-07-04,1020,合庫,5425,台半,11.0,98.0,-87.0
81,2022-07-04,1020,合庫,1605,華新,9.0,93.0,-84.0
82,2022-07-04,1020,合庫,2603,長榮,106.0,190.0,-84.0
83,2022-07-04,1020,合庫,2610,華航,42.0,123.0,-81.0
84,2022-07-04,1020,合庫,2451,創見,1.0,61.0,-60.0
85,2022-07-04,1020,合庫,2327,國巨,6.0,65.0,-59.0
86,2022-07-04,1020,合庫,2379,瑞昱,5.0,64.0,-59.0
87,2022-07-04,1020,合庫,6121,新普,1.0,59.0,-58.0
88,2022-07-04,1020,合庫,4128,中天,2.0,44.0,-42.0
89,2022-07-04,1020,合庫,1904,正隆,0.0,40.0,-40.0
90,2022-07-04,1020,合庫,3017,奇鋐,0.0,40.0,-40.0
91,2022-07-04,1020,合庫,0666,富邦琤肭磪齯,30.0,66.0,-36.0
92,2022-07-04,1020,合庫,0636,國泰中國,43.0,77.0,-34.0
93,2022-07-04,1020,合庫,0631,元大台灣正,14.0,47.0,-33.0
94,2022-07-04,1020,合庫,0893,國泰智能電動車,39.0,70.0,-31.0
95,2022-07-04,1020,合庫,0676,富邦臺灣加權反,2.0,30.0,-28.0
96,2022-07-04,1020,合庫,0665,富邦琤肭磪囓,91.0,119.0,-28.0
97,2022-07-04,1020,合庫,0730,富邦臺灣優質高息,14.0,41.0,-27.0
98,2022-07-04,1020,合庫,0733,富邦臺灣中小,97.0,122.0,-25.0
99,2022-07-04,1020,合庫,0830,國泰費城半導體,11.0,36.0,-25.0
0,2022-07-04,1030,土銀,0893,國泰智能電動車,1123.0,0.0,1123.0
1,2022-07-04,1030,土銀,0881,國泰台灣,663.0,2.0,661.0
2,2022-07-04,1030,土銀,2301,光寶科,590.0,300.0,290.0
3,2022-07-04,1030,土銀,3711,日月光投控,251.0,12.0,239.0
4,2022-07-04,1030,土銀,0830,國泰費城半導體,238.0,3.0,235.0
5,2022-07-04,1030,土銀,2303,聯電,235.0,28.0,207.0
6,2022-07-04,1030,土銀,0680,元大美債正,180.0,0.0,180.0
7,2022-07-04,1030,土銀,3045,台灣大,135.0,0.0,135.0
8,2022-07-04,1030,土銀,4938,和碩,356.0,242.0,114.0
9,2022-07-04,1030,土銀,2888,新光金,90.0,1.0,89.0
10,2022-07-04,1030,土銀,1101,台泥,101.0,21.0,80.0
11,2022-07-04,1030,土銀,0050,元大台灣,78.0,0.0,78.0
12,2022-07-04,1030,土銀,0876,元大全球,72.0,0.0,72.0
13,2022-07-04,1030,土銀,2357,華碩,65.0,0.0,65.0
14,2022-07-04,1030,土銀,3481,群創,59.0,2.0,57.0
15,2022-07-04,1030,土銀,2885,元大金,53.0,0.0,53.0
16,2022-07-04,1030,土銀,2441,超豐,45.0,0.0,45.0
17,2022-07-04,1030,土銀,5009,榮剛,41.0,2.0,39.0
18,2022-07-04,1030,土銀,9904,寶成,40.0,1.0,39.0
19,2022-07-04,1030,土銀,0620,富邦台,37.0,0.0,37.0
20,2022-07-04,1030,土銀,1514,亞力,34.0,0.0,34.0
21,2022-07-04,1030,土銀,1536,和大,70.0,36.0,34.0
22,2022-07-04,1030,土銀,1229,聯華,31.0,0.0,31.0
23,2022-07-04,1030,土銀,6118,建達,53.0,23.0,30.0
24,2022-07-04,1030,土銀,0656,國泰中國反,20.0,0.0,20.0
25,2022-07-04,1030,土銀,2104,國際中橡,20.0,0.0,20.0
26,2022-07-04,1030,土銀,5426,振發,20.0,0.0,20.0
27,2022-07-04,1030,土銀,6278,台表科,317.0,300.0,17.0
28,2022-07-04,1030,土銀,6770,力積電,19.0,3.0,16.0
29,2022-07-04,1030,土銀,0888,永豐台灣,15.0,1.0,14.0
30,2022-07-04,1030,土銀,4188,安克,14.0,0.0,14.0
31,2022-07-04,1030,土銀,0671,富邦反,13.0,0.0,13.0
32,2022-07-04,1030,土銀,0056,元大高股息,25.0,14.0,11.0
33,2022-07-04,1030,土銀,2883,開發金,58.0,47.0,11.0
34,2022-07-04,1030,土銀,3491,昇達科,11.0,0.0,11.0
35,2022-07-04,1030,土銀,0641,富邦日本反,10.0,0.0,10.0
36,2022-07-04,1030,土銀,1909,榮成,13.0,3.0,10.0
37,2022-07-04,1030,土銀,2014,中鴻,10.0,0.0,10.0
38,2022-07-04,1030,土銀,6443,元晶,12.0,2.0,10.0
39,2022-07-04,1030,土銀,8183,精星,10.0,0.0,10.0
40,2022-07-04,1030,土銀,8071,能率網通,9.0,0.0,9.0
41,2022-07-04,1030,土銀,6789,采鈺,9.0,0.0,9.0
42,2022-07-04,1030,土銀,1326,台化,8.0,0.0,8.0
43,2022-07-04,1030,土銀,0673,期元大原油反,8.0,0.0,8.0
44,2022-07-04,1030,土銀,2610,華航,7.0,0.0,7.0
45,2022-07-04,1030,土銀,4114,健喬,7.0,0.0,7.0
46,2022-07-04,1030,土銀,0631,元大台灣正,12.0,6.0,6.0
47,2022-07-04,1030,土銀,3231,緯創,6.0,0.0,6.0
48,2022-07-04,1030,土銀,0712,富時不動產,5.0,0.0,5.0
49,2022-07-04,1030,土銀,0692,富邦公司治理,5.0,0.0,5.0
50,2022-07-04,1030,土銀,0900,富邦特選高股息,106.0,5444.0,-5338.0
51,2022-07-04,1030,土銀,2881,富邦金,305.0,1638.0,-1333.0
52,2022-07-04,1030,土銀,2317,鴻海,66.0,1003.0,-937.0
53,2022-07-04,1030,土銀,0891,中信關鍵半導體,624.0,1499.0,-875.0
54,2022-07-04,1030,土銀,2379,瑞昱,102.0,645.0,-543.0
55,2022-07-04,1030,土銀,2882,國泰金,1457.0,2000.0,-543.0
56,2022-07-04,1030,土銀,6274,台燿,51.0,487.0,-436.0
57,2022-07-04,1030,土銀,2330,台積電,100.0,395.0,-295.0
58,2022-07-04,1030,土銀,1605,華新,54.0,301.0,-247.0
59,2022-07-04,1030,土銀,2383,台光電,0.0,225.0,-225.0
60,2022-07-04,1030,土銀,4958,臻鼎,0.0,200.0,-200.0
61,2022-07-04,1030,土銀,2615,萬海,21.0,173.0,-152.0
62,2022-07-04,1030,土銀,2371,大同,83.0,233.0,-150.0
63,2022-07-04,1030,土銀,6269,台郡,100.0,214.0,-114.0
64,2022-07-04,1030,土銀,3707,漢磊,7.0,107.0,-100.0
65,2022-07-04,1030,土銀,2886,兆豐金,0.0,100.0,-100.0
66,2022-07-04,1030,土銀,9921,巨大,0.0,98.0,-98.0
67,2022-07-04,1030,土銀,3017,奇鋐,1.0,89.0,-88.0
68,2022-07-04,1030,土銀,2354,鴻準,124.0,180.0,-56.0
69,2022-07-04,1030,土銀,0878,國泰永續高股息,64.0,113.0,-49.0
70,2022-07-04,1030,土銀,0632,元大台灣反,1.0,50.0,-49.0
71,2022-07-04,1030,土銀,4934,太極,1.0,42.0,-41.0
72,2022-07-04,1030,土銀,2344,華邦電,250.0,286.0,-36.0
73,2022-07-04,1030,土銀,6790,永豐實,25.0,60.0,-35.0
74,2022-07-04,1030,土銀,4157,太景,0.0,34.0,-34.0
75,2022-07-04,1030,土銀,2498,宏達電,11.0,36.0,-25.0
76,2022-07-04,1030,土銀,6514,芮特,1.0,23.0,-22.0
77,2022-07-04,1030,土銀,2454,聯發科,0.0,20.0,-20.0
78,2022-07-04,1030,土銀,2603,長榮,22.0,41.0,-19.0
79,2022-07-04,1030,土銀,3051,力特,0.0,18.0,-18.0
80,2022-07-04,1030,土銀,6516,勤崴國際,0.0,18.0,-18.0
81,2022-07-04,1030,土銀,3576,聯合再生,4.0,20.0,-16.0
82,2022-07-04,1030,土銀,9927,泰銘,0.0,15.0,-15.0
83,2022-07-04,1030,土銀,2618,長榮航,50.0,64.0,-14.0
84,2022-07-04,1030,土銀,2388,威盛,3.0,16.0,-13.0
85,2022-07-04,1030,土銀,4147,中裕,7.0,20.0,-13.0
86,2022-07-04,1030,土銀,0636,國泰中國,0.0,10.0,-10.0
87,2022-07-04,1030,土銀,1477,聚陽,10.0,20.0,-10.0
88,2022-07-04,1030,土銀,2481,強茂,0.0,10.0,-10.0
89,2022-07-04,1030,土銀,8046,南電,0.0,10.0,-10.0
90,2022-07-04,1030,土銀,2455,全新,1.0,10.0,-9.0
91,2022-07-04,1030,土銀,1444,力麗,0.0,8.0,-8.0
92,2022-07-04,1030,土銀,3527,聚積,0.0,8.0,-8.0
93,2022-07-04,1030,土銀,8222,寶一,0.0,8.0,-8.0
94,2022-07-04,1030,土銀,2609,陽明,24.0,31.0,-7.0
95,2022-07-04,1030,土銀,2634,漢翔,0.0,7.0,-7.0
96,2022-07-04,1030,土銀,4939,亞電,0.0,7.0,-7.0
97,2022-07-04,1030,土銀,4991,環宇,2.0,9.0,-7.0
98,2022-07-04,1030,土銀,1303,南亞,0.0,6.0,-6.0
99,2022-07-04,1030,土銀,2382,廣達,0.0,6.0,-6.0
0,2022-07-04,1040,臺銀證券,0878,國泰永續高股息,2108.0,16.0,2092.0
1,2022-07-04,1040,臺銀證券,0050,元大台灣,1184.0,25.0,1159.0
2,2022-07-04,1040,臺銀證券,0056,元大高股息,431.0,25.0,406.0
3,2022-07-04,1040,臺銀證券,0881,國泰台灣,352.0,27.0,325.0
4,2022-07-04,1040,臺銀證券,0891,中信關鍵半導體,297.0,39.0,258.0
5,2022-07-04,1040,臺銀證券,2887,台新金,187.0,3.0,184.0
6,2022-07-04,1040,臺銀證券,2303,聯電,300.0,139.0,161.0
7,2022-07-04,1040,臺銀證券,1303,南亞,120.0,1.0,119.0
8,2022-07-04,1040,臺銀證券,1314,中石化,125.0,12.0,113.0
9,2022-07-04,1040,臺銀證券,2888,新光金,108.0,12.0,96.0
10,2022-07-04,1040,臺銀證券,2458,義隆,73.0,2.0,71.0
11,2022-07-04,1040,臺銀證券,2889,國票金,83.0,20.0,63.0
12,2022-07-04,1040,臺銀證券,2379,瑞昱,61.0,0.0,61.0
13,2022-07-04,1040,臺銀證券,2834,臺企銀,69.0,10.0,59.0
14,2022-07-04,1040,臺銀證券,0633,富邦上証正,63.0,6.0,57.0
15,2022-07-04,1040,臺銀證券,1611,中電,58.0,1.0,57.0
16,2022-07-04,1040,臺銀證券,0631,元大台灣正,60.0,7.0,53.0
17,2022-07-04,1040,臺銀證券,0692,富邦公司治理,52.0,0.0,52.0
18,2022-07-04,1040,臺銀證券,0673,期元大原油反,39.0,0.0,39.0
19,2022-07-04,1040,臺銀證券,2030,彰源,35.0,3.0,32.0
20,2022-07-04,1040,臺銀證券,3682,亞太電,63.0,33.0,30.0
21,2022-07-04,1040,臺銀證券,6118,建達,36.0,12.0,24.0
22,2022-07-04,1040,臺銀證券,6239,力成,26.0,3.0,23.0
23,2022-07-04,1040,臺銀證券,2104,國際中橡,29.0,6.0,23.0
24,2022-07-04,1040,臺銀證券,4938,和碩,23.0,1.0,22.0
25,2022-07-04,1040,臺銀證券,6147,頎邦,22.0,0.0,22.0
26,2022-07-04,1040,臺銀證券,2801,彰銀,20.0,0.0,20.0
27,2022-07-04,1040,臺銀證券,0850,元大臺灣永續,20.0,2.0,18.0
28,2022-07-04,1040,臺銀證券,0620,富邦台,20.0,2.0,18.0
29,2022-07-04,1040,臺銀證券,6206,飛捷,25.0,8.0,17.0
30,2022-07-04,1040,臺銀證券,3005,神基,16.0,0.0,16.0
31,2022-07-04,1040,臺銀證券,3701,大眾控,16.0,0.0,16.0
32,2022-07-04,1040,臺銀證券,8074,鉅橡,16.0,0.0,16.0
33,2022-07-04,1040,臺銀證券,3707,漢磊,29.0,14.0,15.0
34,2022-07-04,1040,臺銀證券,0637,元大滬深正,47.0,32.0,15.0
35,2022-07-04,1040,臺銀證券,5426,振發,15.0,0.0,15.0
36,2022-07-04,1040,臺銀證券,8112,至上,15.0,0.0,15.0
37,2022-07-04,1040,臺銀證券,3231,緯創,20.0,6.0,14.0
38,2022-07-04,1040,臺銀證券,2481,強茂,14.0,1.0,13.0
39,2022-07-04,1040,臺銀證券,6282,康舒,15.0,2.0,13.0
40,2022-07-04,1040,臺銀證券,2609,陽明,64.0,51.0,13.0
41,2022-07-04,1040,臺銀證券,2002,中鋼,14.0,2.0,12.0
42,2022-07-04,1040,臺銀證券,0893,國泰智能電動車,23.0,11.0,12.0
43,2022-07-04,1040,臺銀證券,2820,華票,12.0,0.0,12.0
44,2022-07-04,1040,臺銀證券,3036,文曄,12.0,0.0,12.0
45,2022-07-04,1040,臺銀證券,2885,元大金,14.0,2.0,12.0
46,2022-07-04,1040,臺銀證券,4934,太極,12.0,1.0,11.0
47,2022-07-04,1040,臺銀證券,2482,連宇,45.0,34.0,11.0
48,2022-07-04,1040,臺銀證券,3703,欣陸,11.0,0.0,11.0
49,2022-07-04,1040,臺銀證券,5258,虹堡,11.0,0.0,11.0
50,2022-07-04,1040,臺銀證券,5347,世界,6.0,2947.0,-2941.0
51,2022-07-04,1040,臺銀證券,2317,鴻海,90.0,1009.0,-919.0
52,2022-07-04,1040,臺銀證券,2330,台積電,151.0,702.0,-551.0
53,2022-07-04,1040,臺銀證券,1402,遠東新,1.0,534.0,-533.0
54,2022-07-04,1040,臺銀證券,3711,日月光投控,44.0,511.0,-467.0
55,2022-07-04,1040,臺銀證券,2882,國泰金,124.0,518.0,-394.0
56,2022-07-04,1040,臺銀證券,0715,期街口布蘭特正,0.0,379.0,-379.0
57,2022-07-04,1040,臺銀證券,2347,聯強,1.0,301.0,-300.0
58,2022-07-04,1040,臺銀證券,2412,中華電,0.0,208.0,-208.0
59,2022-07-04,1040,臺銀證券,2301,光寶科,0.0,201.0,-201.0
60,2022-07-04,1040,臺銀證券,2610,華航,130.0,330.0,-200.0
61,2022-07-04,1040,臺銀證券,2454,聯發科,57.0,155.0,-98.0
62,2022-07-04,1040,臺銀證券,1785,光洋科,5.0,101.0,-96.0
63,2022-07-04,1040,臺銀證券,0632,元大台灣反,180.0,275.0,-95.0
64,2022-07-04,1040,臺銀證券,3006,晶豪科,9.0,104.0,-95.0
65,2022-07-04,1040,臺銀證券,2634,漢翔,11.0,85.0,-74.0
66,2022-07-04,1040,臺銀證券,8429,金麗,0.0,61.0,-61.0
67,2022-07-04,1040,臺銀證券,6257,矽格,0.0,59.0,-59.0
68,2022-07-04,1040,臺銀證券,2344,華邦電,4.0,60.0,-56.0
69,2022-07-04,1040,臺銀證券,1721,三晃,0.0,50.0,-50.0
70,2022-07-04,1040,臺銀證券,2845,遠東銀,15.0,60.0,-45.0
71,2022-07-04,1040,臺銀證券,1434,福懋,0.0,40.0,-40.0
72,2022-07-04,1040,臺銀證券,2413,環科,0.0,40.0,-40.0
73,2022-07-04,1040,臺銀證券,4162,智擎,9.0,47.0,-38.0
74,2022-07-04,1040,臺銀證券,2457,飛宏,5.0,36.0,-31.0
75,2022-07-04,1040,臺銀證券,2340,台亞,5.0,34.0,-29.0
76,2022-07-04,1040,臺銀證券,2436,偉詮電,0.0,29.0,-29.0
77,2022-07-04,1040,臺銀證券,2029,盛餘,0.0,28.0,-28.0
78,2022-07-04,1040,臺銀證券,0892,富邦台灣半導體,17.0,44.0,-27.0
79,2022-07-04,1040,臺銀證券,0671,富邦反,0.0,25.0,-25.0
80,2022-07-04,1040,臺銀證券,2855,統一證,0.0,24.0,-24.0
81,2022-07-04,1040,臺銀證券,1722,台肥,5.0,28.0,-23.0
82,2022-07-04,1040,臺銀證券,2023,燁輝,0.0,23.0,-23.0
83,2022-07-04,1040,臺銀證券,6505,台塑化,7.0,29.0,-22.0
84,2022-07-04,1040,臺銀證券,0885,富邦越南,5.0,26.0,-21.0
85,2022-07-04,1040,臺銀證券,0676,富邦臺灣加權反,0.0,20.0,-20.0
86,2022-07-04,1040,臺銀證券,882,國泰金乙特,0.0,20.0,-20.0
87,2022-07-04,1040,臺銀證券,3265,台星科,0.0,20.0,-20.0
88,2022-07-04,1040,臺銀證券,3051,力特,0.0,18.0,-18.0
89,2022-07-04,1040,臺銀證券,2345,智邦,0.0,18.0,-18.0
90,2022-07-04,1040,臺銀證券,2884,玉山金,1.0,18.0,-17.0
91,2022-07-04,1040,臺銀證券,1304,台聚,4.0,20.0,-16.0
92,2022-07-04,1040,臺銀證券,2705,六福,10.0,26.0,-16.0
93,2022-07-04,1040,臺銀證券,8289,泰藝,0.0,16.0,-16.0
94,2022-07-04,1040,臺銀證券,5425,台半,6.0,22.0,-16.0
95,2022-07-04,1040,臺銀證券,1216,統一,1.0,16.0,-15.0
96,2022-07-04,1040,臺銀證券,1445,大宇,0.0,15.0,-15.0
97,2022-07-04,1040,臺銀證券,6116,彩晶,4.0,19.0,-15.0
98,2022-07-04,1040,臺銀證券,8415,大國鋼,0.0,15.0,-15.0
99,2022-07-04,1040,臺銀證券,1313,聯成,0.0,13.0,-13.0
0,2022-07-04,1110,台灣企銀,2317,鴻海,372.0,14.0,358.0
1,2022-07-04,1110,台灣企銀,1303,南亞,83.0,0.0,83.0
2,2022-07-04,1110,台灣企銀,1605,華新,62.0,6.0,56.0
3,2022-07-04,1110,台灣企銀,3045,台灣大,35.0,0.0,35.0
4,2022-07-04,1110,台灣企銀,1513,中興電,60.0,35.0,25.0
5,2022-07-04,1110,台灣企銀,8050,廣積,33.0,15.0,18.0
6,2022-07-04,1110,台灣企銀,0881,國泰台灣,27.0,10.0,17.0
7,2022-07-04,1110,台灣企銀,0893,國泰智能電動車,16.0,0.0,16.0
8,2022-07-04,1110,台灣企銀,2324,仁寶,14.0,0.0,14.0
9,2022-07-04,1110,台灣企銀,2883,開發金,23.0,9.0,14.0
10,2022-07-04,1110,台灣企銀,6514,芮特,12.0,0.0,12.0
11,2022-07-04,1110,台灣企銀,8261,富鼎,14.0,2.0,12.0
12,2022-07-04,1110,台灣企銀,2855,統一證,12.0,0.0,12.0
13,2022-07-04,1110,台灣企銀,2885,元大金,11.0,0.0,11.0
14,2022-07-04,1110,台灣企銀,1760,寶齡富錦,23.0,13.0,10.0
15,2022-07-04,1110,台灣企銀,2368,金像電,12.0,2.0,10.0
16,2022-07-04,1110,台灣企銀,3306,鼎天,10.0,0.0,10.0
17,2022-07-04,1110,台灣企銀,4162,智擎,10.0,0.0,10.0
18,2022-07-04,1110,台灣企銀,4207,環泰,10.0,0.0,10.0
19,2022-07-04,1110,台灣企銀,5471,松翰,11.0,1.0,10.0
20,2022-07-04,1110,台灣企銀,6206,飛捷,10.0,0.0,10.0
21,2022-07-04,1110,台灣企銀,8114,振樺電,26.0,16.0,10.0
22,2022-07-04,1110,台灣企銀,5880,合庫金,9.0,0.0,9.0
23,2022-07-04,1110,台灣企銀,3037,欣興,19.0,11.0,8.0
24,2022-07-04,1110,台灣企銀,9945,潤泰新,13.0,5.0,8.0
25,2022-07-04,1110,台灣企銀,0830,國泰費城半導體,7.0,0.0,7.0
26,2022-07-04,1110,台灣企銀,3006,晶豪科,8.0,1.0,7.0
27,2022-07-04,1110,台灣企銀,6581,鋼聯,7.0,0.0,7.0
28,2022-07-04,1110,台灣企銀,8182,加高,8.0,1.0,7.0
29,2022-07-04,1110,台灣企銀,2002,中鋼,6.0,0.0,6.0
30,2022-07-04,1110,台灣企銀,3033,威健,6.0,0.0,6.0
31,2022-07-04,1110,台灣企銀,3481,群創,69.0,63.0,6.0
32,2022-07-04,1110,台灣企銀,6180,橘子,7.0,1.0,6.0
33,2022-07-04,1110,台灣企銀,6727,亞泰金屬,6.0,0.0,6.0
34,2022-07-04,1110,台灣企銀,0050,元大台灣,10.0,5.0,5.0
35,2022-07-04,1110,台灣企銀,1304,台聚,5.0,0.0,5.0
36,2022-07-04,1110,台灣企銀,1215,卜蜂,9.0,4.0,5.0
37,2022-07-04,1110,台灣企銀,2313,華通,5.0,0.0,5.0
38,2022-07-04,1110,台灣企銀,2743,山富,5.0,0.0,5.0
39,2022-07-04,1110,台灣企銀,3661,世芯,10.0,5.0,5.0
40,2022-07-04,1110,台灣企銀,6147,頎邦,5.0,0.0,5.0
41,2022-07-04,1110,台灣企銀,6278,台表科,5.0,0.0,5.0
42,2022-07-04,1110,台灣企銀,8107,大億金茂,5.0,0.0,5.0
43,2022-07-04,1110,台灣企銀,8436,大江,5.0,0.0,5.0
44,2022-07-04,1110,台灣企銀,0693,期街口黃豆,4.0,0.0,4.0
45,2022-07-04,1110,台灣企銀,2491,吉祥全,4.0,0.0,4.0
46,2022-07-04,1110,台灣企銀,3231,緯創,4.0,0.0,4.0
47,2022-07-04,1110,台灣企銀,5508,永信建,4.0,0.0,4.0
48,2022-07-04,1110,台灣企銀,2891,中信金,3.0,0.0,3.0
49,2022-07-04,1110,台灣企銀,1506,正道,3.0,0.0,3.0
50,2022-07-04,1110,台灣企銀,2353,宏,0.0,3472.0,-3472.0
51,2022-07-04,1110,台灣企銀,2603,長榮,73.0,1824.0,-1751.0
52,2022-07-04,1110,台灣企銀,8150,南茂,2.0,1585.0,-1583.0
53,2022-07-04,1110,台灣企銀,2609,陽明,16.0,896.0,-880.0
54,2022-07-04,1110,台灣企銀,1216,統一,1.0,404.0,-403.0
55,2022-07-04,1110,台灣企銀,2538,基泰,0.0,215.0,-215.0
56,2022-07-04,1110,台灣企銀,2834,臺企銀,12.0,158.0,-146.0
57,2022-07-04,1110,台灣企銀,2482,連宇,150.0,230.0,-80.0
58,2022-07-04,1110,台灣企銀,2618,長榮航,25.0,78.0,-53.0
59,2022-07-04,1110,台灣企銀,5515,建國,0.0,40.0,-40.0
60,2022-07-04,1110,台灣企銀,2882,國泰金,26.0,62.0,-36.0
61,2022-07-04,1110,台灣企銀,0632,元大台灣反,5.0,39.0,-34.0
62,2022-07-04,1110,台灣企銀,2101,南港,0.0,33.0,-33.0
63,2022-07-04,1110,台灣企銀,1434,福懋,0.0,30.0,-30.0
64,2022-07-04,1110,台灣企銀,2634,漢翔,0.0,30.0,-30.0
65,2022-07-04,1110,台灣企銀,2610,華航,6.0,29.0,-23.0
66,2022-07-04,1110,台灣企銀,2498,宏達電,10.0,32.0,-22.0
67,2022-07-04,1110,台灣企銀,2542,興富發,0.0,20.0,-20.0
